"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2010","1.0211","1.0367","1.0533","1.0056","","-1.53%"
"10/01/2010","1.0370","1.0467","1.0716","1.0300","","-0.96%"
"09/01/2010","1.0471","1.0484","1.0622","1.0030","","-0.17%"
"08/01/2010","1.0489","0.9891","1.0524","0.9622","","6.10%"
"07/01/2010","0.9886","0.9879","1.0105","0.9666","","0.06%"
"06/01/2010","0.9880","0.9033","0.9887","0.8965","","9.18%"
"05/01/2010","0.9049","0.9456","0.9647","0.9008","","-4.16%"
"04/01/2010","0.9442","0.9632","0.9663","0.9234","","-1.98%"
"03/01/2010","0.9633","0.9821","0.9831","0.9487","","-1.77%"
"02/01/2010","0.9807","1.0095","1.0126","0.9616","","-2.78%"
"01/01/2010","1.0087","1.0178","1.0229","0.9938","","-0.67%"
"12/01/2009","1.0155","1.0502","1.0585","1.0029","","-3.34%"
"11/01/2009","1.0506","1.0570","1.0627","1.0320","","-0.59%"
"10/01/2009","1.0568","1.0321","1.0579","1.0035","","2.39%"
"09/01/2009","1.0321","1.0330","1.0667","1.0139","","-0.12%"
"08/01/2009","1.0333","1.0092","1.0451","0.9976","","2.43%"
"07/01/2009","1.0088","1.0703","1.0798","0.9902","","-5.78%"
"06/01/2009","1.0707","1.0216","1.0820","1.0119","","4.71%"
"05/01/2009","1.0225","1.0473","1.0640","1.0199","","-2.24%"
"04/01/2009","1.0459","1.1077","1.1150","1.0364","","-5.46%"
"03/01/2009","1.1063","1.0904","1.1267","1.0618","","1.71%"
"02/01/2009","1.0877","1.0562","1.0935","1.0386","","2.94%"
"01/01/2009","1.0566","1.1363","1.1534","1.0451","","-7.33%"
"12/01/2008","1.1402","1.0199","1.1767","1.0176","","12.00%"
"11/01/2008","1.0180","1.0451","1.0615","0.9829","","-2.80%"
"10/01/2008","1.0473","0.9489","1.1238","0.9375","","10.25%"
"09/01/2008","0.9499","0.9665","0.9800","0.9345","","-1.65%"
"08/01/2008","0.9658","0.9765","0.9948","0.9462","","-1.19%"
"07/01/2008","0.9774","0.9989","1.0078","0.9699","","-2.28%"
"06/01/2008","1.0002","0.9543","1.0049","0.9522","","4.94%"
"05/01/2008","0.9531","0.9720","0.9763","0.9378","","-2.06%"
"04/01/2008","0.9731","1.0311","1.0329","0.9647","","-5.82%"
"03/01/2008","1.0332","0.9471","1.0409","0.9446","","9.25%"
"02/01/2008","0.9457","0.9267","0.9460","0.8971","","1.85%"
"01/01/2008","0.9285","0.8799","0.9474","0.8734","","5.61%"
"12/01/2007","0.8792","0.8834","0.9129","0.8466","","-0.45%"
"11/01/2007","0.8832","0.8138","0.9092","0.7981","","8.50%"
"10/01/2007","0.8140","0.8527","0.8551","0.8124","","-4.42%"
"09/01/2007","0.8516","0.8736","0.8933","0.8483","","-2.50%"
"08/01/2007","0.8734","0.8881","0.8948","0.8674","","-1.72%"
"07/01/2007","0.8887","0.8704","0.8903","0.8543","","1.92%"
"06/01/2007","0.8720","0.8731","0.8745","0.8516","","-0.16%"
"05/01/2007","0.8734","0.9189","0.9203","0.8711","","-4.93%"
"04/01/2007","0.9187","0.9490","0.9537","0.9152","","-3.15%"
"03/01/2007","0.9486","0.9583","0.9769","0.9410","","-1.08%"
"02/01/2007","0.9590","0.9453","0.9617","0.9317","","1.46%"
"01/01/2007","0.9452","0.9571","0.9622","0.9333","","-1.16%"
"12/01/2006","0.9563","0.9518","0.9663","0.9408","","0.44%"
"11/01/2006","0.9521","0.9020","0.9548","0.8979","","5.54%"
"10/01/2006","0.9021","0.8938","0.9046","0.8874","","0.89%"
"09/01/2006","0.8941","0.8962","0.9088","0.8874","","-0.27%"
"08/01/2006","0.8965","0.9191","0.9266","0.8911","","-2.44%"
"07/01/2006","0.9189","0.9110","0.9246","0.8977","","0.56%"
"06/01/2006","0.9138","0.9031","0.9198","0.8881","","1.14%"
"05/01/2006","0.9035","0.9022","0.9326","0.8912","","0.19%"
"04/01/2006","0.9018","0.8957","0.9089","0.8773","","0.64%"
"03/01/2006","0.8961","0.8662","0.9059","0.8614","","3.45%"
"02/01/2006","0.8662","0.8910","0.8930","0.8611","","-2.85%"
"01/01/2006","0.8916","0.8863","0.9207","0.8826","","0.73%"
"12/01/2005","0.8851","0.8858","0.9058","0.8785","","-0.16%"
"11/01/2005","0.8865","0.9170","0.9247","0.8826","","-3.30%"
"10/01/2005","0.9168","0.8986","0.9315","0.8919","","1.95%"
"09/01/2005","0.8993","0.9466","0.9697","0.8954","","-5.20%"
"08/01/2005","0.9486","0.9485","0.9711","0.9365","","0.00%"
"07/01/2005","0.9486","0.9552","0.9611","0.9306","","-0.77%"
"06/01/2005","0.9560","1.0049","1.0083","0.9530","","-4.88%"
"05/01/2005","1.0050","1.0522","1.0557","1.0025","","-4.58%"
"04/01/2005","1.0532","1.0110","1.0584","1.0060","","4.19%"
"03/01/2005","1.0108","1.0606","1.0683","1.0048","","-4.81%"
"02/01/2005","1.0619","1.0428","1.0758","1.0189","","1.78%"
"01/01/2005","1.0433","1.0534","1.0595","1.0198","","-1.10%"
"12/01/2004","1.0549","1.0399","1.0825","1.0274","","1.43%"
"11/01/2004","1.0400","1.0209","1.0490","1.0058","","2.02%"
"10/01/2004","1.0194","1.0129","1.0269","0.9913","","0.59%"
"09/01/2004","1.0134","1.0358","1.0406","1.0055","","-2.22%"
"08/01/2004","1.0364","1.0438","1.0653","1.0196","","-0.26%"
"07/01/2004","1.0391","1.0666","1.0803","1.0317","","-2.61%"
"06/01/2004","1.0669","1.0860","1.1018","1.0604","","-1.79%"
"05/01/2004","1.0863","1.0591","1.0962","1.0514","","2.87%"
"04/01/2004","1.0560","1.0355","1.0646","1.0027","","2.05%"
"03/01/2004","1.0348","1.0582","1.0682","1.0149","","-2.20%"
"02/01/2004","1.0581","1.0531","1.0804","1.0515","","0.48%"
"01/01/2004","1.0530","1.0473","1.0665","1.0221","","0.73%"
"12/01/2003","1.0454","1.0040","1.0701","0.9999","","4.04%"
"11/01/2003","1.0048","0.9849","1.0108","0.9534","","2.07%"
"10/01/2003","0.9844","1.0247","1.0275","0.9806","","-4.14%"
"09/01/2003","1.0269","0.9894","1.0270","0.9671","","3.67%"
"08/01/2003","0.9905","1.0252","1.0460","0.9820","","-3.38%"
"07/01/2003","1.0252","0.9970","1.0481","0.9792","","2.83%"
"06/01/2003","0.9970","1.0553","1.0572","0.9912","","-5.35%"
"05/01/2003","1.0534","1.0550","1.0743","1.0346","","-0.44%"
"04/01/2003","1.0581","1.0864","1.0928","1.0374","","-2.74%"
"03/01/2003","1.0879","1.0933","1.1149","1.0556","","-0.79%"
"02/01/2003","1.0966","1.1155","1.1300","1.0916","","-1.72%"
"01/01/2003","1.1158","1.1382","1.1392","1.1060","","-1.98%"
"12/01/2002","1.1383","1.0534","1.1430","1.0384","","7.88%"
"11/01/2002","1.0552","1.0553","1.0979","1.0515","","0.01%"
"10/01/2002","1.0551","1.0739","1.0815","1.0337","","-1.86%"
"09/01/2002","1.0751","1.0426","1.0786","1.0296","","3.39%"
"08/01/2002","1.0398","1.0668","1.0869","1.0220","","-2.50%"
"07/01/2002","1.0665","1.0238","1.0974","1.0099","","4.01%"
"06/01/2002","1.0254","0.9798","1.0267","0.9726","","5.00%"
"05/01/2002","0.9766","0.9690","0.9902","0.9614","","0.73%"
"04/01/2002","0.9695","0.9483","0.9708","0.9465","","2.20%"
"03/01/2002","0.9486","0.9436","0.9657","0.9278","","0.57%"
"02/01/2002","0.9432","0.9232","0.9522","0.9218","","2.25%"
"01/01/2002","0.9224","0.9572","0.9760","0.9197","","-3.89%"
"12/01/2001","0.9597","0.9571","0.9699","0.9398","","0.14%"
"11/01/2001","0.9584","0.9720","0.9900","0.9468","","-1.40%"
"10/01/2001","0.9720","0.9718","0.9780","0.9419","","-0.30%"
"09/01/2001","0.9749","0.9293","0.9999","0.9073","","4.42%"
"08/01/2001","0.9336","0.8877","0.9420","0.8863","","5.11%"
"07/01/2001","0.8882","0.8444","0.9001","0.8288","","5.20%"
"06/01/2001","0.8443","0.8548","0.8688","0.8395","","-1.39%"
"05/01/2001","0.8562","0.8863","0.8935","0.8543","","-3.29%"
"04/01/2001","0.8853","0.9039","0.9334","0.8832","","-2.19%"
"03/01/2001","0.9051","0.9206","0.9439","0.9033","","-1.61%"
"02/01/2001","0.9199","0.9160","0.9278","0.8993","","0.38%"
"01/01/2001","0.9164","0.9295","0.9440","0.9035","","-1.53%"
"12/01/2000","0.9306","0.8882","0.9311","0.8816","","4.74%"
"11/01/2000","0.8885","0.8461","0.8899","0.8445","","4.92%"
"10/01/2000","0.8468","0.8697","0.8744","0.8264","","-2.80%"
"09/01/2000","0.8712","0.8451","0.8749","0.8243","","3.04%"
"08/01/2000","0.8455","0.8892","0.8944","0.8426","","-4.96%"
"07/01/2000","0.8896","0.9046","0.9235","0.8754","","-1.79%"
"06/01/2000","0.9058","0.8893","0.9136","0.8789","","1.73%"
"05/01/2000","0.8904","0.8614","0.9004","0.8547","","3.25%"
"04/01/2000","0.8624","0.8707","0.9123","0.8479","","-0.95%"
"03/01/2000","0.8707","0.8700","0.9016","0.8606","","0.05%"
"02/01/2000","0.8703","0.8728","0.9169","0.8560","","-0.28%"
"01/01/2000","0.8727","0.9061","0.9432","0.8705","","-3.99%"
