"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2024","0.8912","0.8979","0.9002","0.8810","","-0.68%"
"10/01/2024","0.8973","0.8866","0.8990","0.8838","","1.53%"
"09/01/2024","0.8838","0.8959","0.9070","0.8789","","-1.28%"
"08/01/2024","0.8953","0.8858","0.9307","0.8846","","1.07%"
"07/01/2024","0.8858","0.8798","0.8885","0.8594","","0.72%"
"06/01/2024","0.8795","0.8690","0.8915","0.8687","","1.15%"
"05/01/2024","0.8695","0.8707","0.8835","0.8561","","-0.11%"
"04/01/2024","0.8705","0.8778","0.8953","0.8697","","-0.83%"
"03/01/2024","0.8778","0.8955","0.8961","0.8725","","-1.93%"
"02/01/2024","0.8951","0.9151","0.9191","0.8938","","-2.15%"
"01/01/2024","0.9148","0.9332","0.9356","0.9039","","-1.93%"
"12/01/2023","0.9328","0.9050","0.9403","0.9015","","3.12%"
"11/01/2023","0.9046","0.9036","0.9101","0.8960","","0.12%"
"10/01/2023","0.9035","0.8957","0.9276","0.8946","","0.90%"
"09/01/2023","0.8954","0.8932","0.9039","0.8914","","0.29%"
"08/01/2023","0.8928","0.8934","0.9046","0.8891","","-0.03%"
"07/01/2023","0.8931","0.8802","0.9043","0.8716","","1.66%"
"06/01/2023","0.8785","0.8827","0.8902","0.8689","","-0.43%"
"05/01/2023","0.8823","0.8899","0.9017","0.8820","","-0.85%"
"04/01/2023","0.8899","0.8864","0.9070","0.8758","","0.46%"
"03/01/2023","0.8858","0.8828","0.9100","0.8758","","0.39%"
"02/01/2023","0.8824","0.8860","0.9031","0.8797","","-0.37%"
"01/01/2023","0.8857","0.8940","0.9003","0.8741","","-0.88%"
"12/01/2022","0.8936","0.8769","0.9013","0.8655","","1.95%"
"11/01/2022","0.8765","0.8706","0.9053","0.8668","","0.70%"
"10/01/2022","0.8704","0.9074","0.9179","0.8635","","-4.08%"
"09/01/2022","0.9074","0.8801","0.9800","0.8772","","3.14%"
"08/01/2022","0.8798","0.8638","0.8864","0.8540","","1.90%"
"07/01/2022","0.8634","0.8598","0.8679","0.8489","","0.45%"
"06/01/2022","0.8595","0.8270","0.8668","0.8133","","3.96%"
"05/01/2022","0.8268","0.8160","0.8345","0.8033","","1.24%"
"04/01/2022","0.8167","0.8249","0.8281","0.8031","","-0.96%"
"03/01/2022","0.8246","0.8128","0.8268","0.8049","","1.50%"
"02/01/2022","0.8124","0.8020","0.8138","0.7934","","1.36%"
"01/01/2022","0.8015","0.8100","0.8145","0.7928","","-1.01%"
"12/01/2021","0.8097","0.8184","0.8254","0.8080","","-1.00%"
"11/01/2021","0.8179","0.7984","0.8207","0.7965","","2.60%"
"10/01/2021","0.7972","0.7967","0.7998","0.7833","","0.11%"
"09/01/2021","0.7963","0.7945","0.7998","0.7798","","0.29%"
"08/01/2021","0.7940","0.7940","0.8019","0.7814","","0.00%"
"07/01/2021","0.7940","0.7817","0.7999","0.7800","","1.61%"
"06/01/2021","0.7814","0.7824","0.7929","0.7776","","-0.14%"
"05/01/2021","0.7825","0.7917","0.7949","0.7799","","-1.20%"
"04/01/2021","0.7920","0.7690","0.7934","0.7647","","3.04%"
"03/01/2021","0.7686","0.7897","0.7921","0.7669","","-2.67%"
"02/01/2021","0.7897","0.8190","0.8201","0.7753","","-3.62%"
"01/01/2021","0.8194","0.8262","0.8394","0.8154","","-0.75%"
"12/01/2020","0.8256","0.8255","0.8561","0.8227","","0.04%"
"11/01/2020","0.8253","0.8425","0.8482","0.8194","","-2.02%"
"10/01/2020","0.8423","0.8404","0.8532","0.8378","","0.27%"
"09/01/2020","0.8400","0.8279","0.8624","0.8181","","1.55%"
"08/01/2020","0.8272","0.8366","0.8436","0.8270","","-1.15%"
"07/01/2020","0.8368","0.8513","0.8547","0.8328","","-1.67%"
"06/01/2020","0.8510","0.8428","0.8598","0.8156","","1.03%"
"05/01/2020","0.8423","0.8222","0.8526","0.8212","","2.44%"
"04/01/2020","0.8222","0.8378","0.8426","0.8192","","-1.84%"
"03/01/2020","0.8376","0.8090","0.8997","0.8066","","3.70%"
"02/01/2020","0.8077","0.7854","0.8112","0.7799","","2.73%"
"01/01/2020","0.7862","0.7790","0.7983","0.7782","","1.02%"
"12/01/2019","0.7783","0.7739","0.7902","0.7509","","0.71%"
"11/01/2019","0.7728","0.7833","0.7891","0.7721","","-1.30%"
"10/01/2019","0.7830","0.8153","0.8270","0.7756","","-3.91%"
"09/01/2019","0.8149","0.8316","0.8439","0.8012","","-1.87%"
"08/01/2019","0.8304","0.8277","0.8568","0.8266","","0.40%"
"07/01/2019","0.8271","0.8069","0.8321","0.8000","","2.54%"
"06/01/2019","0.8066","0.7911","0.8105","0.7884","","2.05%"
"05/01/2019","0.7904","0.7527","0.7921","0.7461","","5.04%"
"04/01/2019","0.7525","0.7706","0.7722","0.7516","","-2.35%"
"03/01/2019","0.7706","0.7553","0.7742","0.7448","","2.07%"
"02/01/2019","0.7550","0.7671","0.7781","0.7492","","-1.54%"
"01/01/2019","0.7668","0.7983","0.8123","0.7617","","-3.92%"
"12/01/2018","0.7981","0.7840","0.8079","0.7821","","1.75%"
"11/01/2018","0.7844","0.7767","0.7888","0.7591","","1.03%"
"10/01/2018","0.7764","0.7814","0.7851","0.7623","","-0.60%"
"09/01/2018","0.7811","0.7958","0.8027","0.7800","","-1.85%"
