"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2022","1.6695","1.6767","1.6946","1.6449","","-0.40%"
"06/01/2022","1.6762","1.6008","1.6906","1.5816","","4.83%"
"05/01/2022","1.5990","1.5872","1.6215","1.5667","","0.58%"
"04/01/2022","1.5898","1.5622","1.5939","1.5366","","1.82%"
"03/01/2022","1.5614","1.6135","1.6148","1.5339","","-3.17%"
"02/01/2022","1.6125","1.6401","1.6466","1.5963","","-1.62%"
"01/01/2022","1.6391","1.6056","1.6447","1.5905","","2.14%"
"12/01/2021","1.6048","1.5951","1.6197","1.5822","","0.65%"
"11/01/2021","1.5944","1.5259","1.6016","1.5194","","4.69%"
"10/01/2021","1.5230","1.5558","1.5641","1.5071","","-2.06%"
"09/01/2021","1.5550","1.5511","1.5608","1.5191","","0.32%"
"08/01/2021","1.5500","1.5811","1.6036","1.5373","","-2.03%"
"07/01/2021","1.5821","1.5484","1.5861","1.5271","","2.22%"
"06/01/2021","1.5477","1.5288","1.5713","1.5269","","1.20%"
"05/01/2021","1.5294","1.5267","1.5559","1.5137","","0.11%"
"04/01/2021","1.5277","1.5173","1.5453","1.5046","","0.74%"
"03/01/2021","1.5165","1.5185","1.5357","1.4858","","-0.27%"
"02/01/2021","1.5206","1.5654","1.5709","1.4774","","-2.58%"
"01/01/2021","1.5608","1.5712","1.5867","1.5507","","-0.67%"
"12/01/2020","1.5713","1.5671","1.6045","1.5646","","0.37%"
"11/01/2020","1.5655","1.6467","1.6552","1.5662","","-4.95%"
"10/01/2020","1.6471","1.6418","1.6812","1.6328","","0.38%"
"09/01/2020","1.6408","1.6435","1.6602","1.6162","","-0.10%"
"08/01/2020","1.6424","1.6527","1.6928","1.6391","","-0.56%"
"07/01/2020","1.6516","1.6357","1.6540","1.6055","","1.02%"
"06/01/2020","1.6349","1.6772","1.6832","1.5874","","-2.46%"
"05/01/2020","1.6761","1.6904","1.7377","1.6549","","-0.82%"
"04/01/2020","1.6900","1.7470","1.7610","1.6676","","-3.20%"
"03/01/2020","1.7459","1.6595","1.8872","1.6509","","5.45%"
"02/01/2020","1.6557","1.6056","1.6687","1.5780","","3.12%"
"01/01/2020","1.6056","1.5331","1.6069","1.5324","","4.78%"
"12/01/2019","1.5324","1.5549","1.5599","1.5258","","-1.52%"
"11/01/2019","1.5560","1.5808","1.5925","1.5523","","-1.51%"
"10/01/2019","1.5799","1.5999","1.6149","1.5705","","-1.19%"
"09/01/2019","1.5990","1.6049","1.6142","1.5612","","-0.08%"
"08/01/2019","1.6003","1.5339","1.6224","1.5285","","4.37%"
"07/01/2019","1.5333","1.5230","1.5374","1.4984","","0.62%"
"06/01/2019","1.5238","1.5280","1.5578","1.5145","","-0.26%"
"05/01/2019","1.5278","1.4700","1.5311","1.4688","","3.97%"
"04/01/2019","1.4694","1.4757","1.4888","1.4643","","-0.44%"
"03/01/2019","1.4759","1.4716","1.4842","1.4442","","0.36%"
"02/01/2019","1.4706","1.4541","1.4852","1.4456","","1.20%"
"01/01/2019","1.4531","1.5163","1.5342","1.4509","","-4.12%"
"12/01/2018","1.5155","1.4495","1.5242","1.4407","","4.27%"
"11/01/2018","1.4535","1.5214","1.5228","1.4512","","-4.41%"
"10/01/2018","1.5206","1.5385","1.5699","1.5136","","-1.11%"
"09/01/2018","1.5376","1.5588","1.5841","1.5360","","-1.27%"
"08/01/2018","1.5573","1.4813","1.5615","1.4799","","5.20%"
"07/01/2018","1.4803","1.4895","1.5035","1.4669","","-0.70%"
"06/01/2018","1.4907","1.4493","1.4925","1.4325","","2.91%"
"05/01/2018","1.4486","1.4342","1.4713","1.4189","","1.03%"
"04/01/2018","1.4338","1.4480","1.4546","1.4038","","-0.91%"
"03/01/2018","1.4470","1.4679","1.4822","1.4373","","-1.38%"
"02/01/2018","1.4672","1.4578","1.4841","1.4484","","0.69%"
"01/01/2018","1.4571","1.4482","1.4653","1.4088","","0.64%"
"12/01/2017","1.4479","1.4884","1.4914","1.4271","","-2.66%"
"11/01/2017","1.4874","1.4639","1.4895","1.4326","","1.66%"
"10/01/2017","1.4631","1.4323","1.4736","1.4222","","2.14%"
"09/01/2017","1.4324","1.4527","1.4611","1.3987","","-1.36%"
"08/01/2017","1.4522","1.3766","1.4576","1.3738","","5.57%"
"07/01/2017","1.3756","1.4242","1.4389","1.3707","","-3.29%"
"06/01/2017","1.4224","1.4588","1.4634","1.3999","","-2.44%"
"05/01/2017","1.4579","1.4631","1.4874","1.4257","","-0.30%"
"04/01/2017","1.4623","1.4213","1.4721","1.4153","","2.83%"
"03/01/2017","1.4220","1.3824","1.4471","1.3811","","2.91%"
"02/01/2017","1.3818","1.3826","1.3967","1.3649","","0.04%"
"01/01/2017","1.3812","1.4147","1.4193","1.3676","","-2.14%"
"12/01/2016","1.4114","1.3884","1.4248","1.3664","","1.78%"
"11/01/2016","1.3867","1.4141","1.4389","1.3738","","-1.85%"
"10/01/2016","1.4129","1.4157","1.4404","1.3910","","0.11%"
"09/01/2016","1.4113","1.4021","1.4317","1.3787","","0.75%"
"08/01/2016","1.4008","1.4331","1.4450","1.3968","","-2.00%"
"07/01/2016","1.4294","1.4361","1.4578","1.3824","","-0.42%"
"06/01/2016","1.4354","1.4880","1.4946","1.4241","","-3.42%"
"05/01/2016","1.4863","1.4956","1.5302","1.4825","","-0.46%"
"04/01/2016","1.4932","1.5048","1.5482","1.4719","","-0.61%"
"03/01/2016","1.5024","1.5195","1.5398","1.4677","","-1.05%"
"02/01/2016","1.5183","1.5082","1.5693","1.4819","","0.98%"
"01/01/2016","1.5035","1.4622","1.5761","1.4555","","2.99%"
"12/01/2015","1.4599","1.4765","1.5401","1.4528","","-1.05%"
"11/01/2015","1.4754","1.4937","1.5358","1.4732","","-1.06%"
"10/01/2015","1.4912","1.6071","1.6180","1.4901","","-7.12%"
"09/01/2015","1.6055","1.6311","1.6512","1.5886","","-1.52%"
"08/01/2015","1.6302","1.5709","1.7239","1.5313","","4.03%"
"07/01/2015","1.5670","1.5804","1.6133","1.5398","","-0.79%"
"06/01/2015","1.5795","1.4969","1.5941","1.4821","","5.68%"
"05/01/2015","1.4946","1.4075","1.5012","1.4051","","6.21%"
"04/01/2015","1.4072","1.3763","1.4097","1.3411","","2.29%"
"03/01/2015","1.3757","1.3815","1.3941","1.3348","","-0.71%"
"02/01/2015","1.3856","1.5001","1.5050","1.3845","","-7.22%"
"01/01/2015","1.4934","1.2894","1.7287","1.2508","","15.87%"
"12/01/2014","1.2889","1.3213","1.3468","1.2862","","-2.17%"
"11/01/2014","1.3175","1.3381","1.3522","1.3007","","-1.04%"
"10/01/2014","1.3314","1.3407","1.3487","1.3181","","-0.67%"
"09/01/2014","1.3404","1.3049","1.3628","1.2873","","3.01%"
"08/01/2014","1.3012","1.2946","1.3137","1.2892","","0.59%"
"07/01/2014","1.2936","1.2876","1.3007","1.2680","","0.51%"
"06/01/2014","1.2871","1.3147","1.3283","1.2723","","-2.02%"
"05/01/2014","1.3137","1.3182","1.3286","1.2885","","-0.29%"
"04/01/2014","1.3175","1.3028","1.3358","1.2984","","1.17%"
"03/01/2014","1.3022","1.3563","1.3632","1.2921","","-3.80%"
"02/01/2014","1.3536","1.3633","1.3774","1.3265","","-0.66%"
"01/01/2014","1.3626","1.3627","1.3711","1.3147","","0.01%"
"12/01/2013","1.3625","1.3588","1.3905","1.3379","","0.46%"
"11/01/2013","1.3562","1.3348","1.3672","1.2935","","1.66%"
"10/01/2013","1.3341","1.3331","1.3550","1.2954","","0.14%"
"09/01/2013","1.3323","1.3878","1.3882","1.3017","","-4.16%"
"08/01/2013","1.3902","1.3519","1.4071","1.3206","","2.87%"
"07/01/2013","1.3514","1.3671","1.3729","1.3041","","-1.13%"
"06/01/2013","1.3669","1.3120","1.3971","1.2986","","3.74%"
"05/01/2013","1.3176","1.2578","1.3191","1.2481","","4.77%"
"04/01/2013","1.2576","1.2588","1.2826","1.2366","","0.04%"
"03/01/2013","1.2571","1.2936","1.2959","1.2498","","-2.57%"
"02/01/2013","1.2903","1.3089","1.3202","1.2710","","-1.35%"
"01/01/2013","1.3080","1.3182","1.3232","1.2704","","-0.77%"
"12/01/2012","1.3182","1.3122","1.3437","0.7612","","0.34%"
"11/01/2012","1.3137","1.3053","1.3187","1.2749","","0.68%"
"10/01/2012","1.3048","1.2825","1.3294","1.2791","","2.03%"
"09/01/2012","1.2788","1.3085","1.3231","1.2783","","-1.83%"
"08/01/2012","1.3026","1.2659","1.3113","1.2451","","2.87%"
"07/01/2012","1.2662","1.3169","1.3178","1.2581","","-3.58%"
"06/01/2012","1.3132","1.3664","1.3784","1.3052","","-3.84%"
"05/01/2012","1.3656","1.3468","1.4137","1.3432","","1.42%"
"04/01/2012","1.3465","1.3450","1.3563","1.3145","","-0.50%"
"03/01/2012","1.3532","1.3247","1.3609","1.3110","","2.14%"
"02/01/2012","1.3248","1.3157","1.3410","1.2902","","0.68%"
"01/01/2012","1.3159","1.3690","1.3737","1.3123","","-3.84%"
"12/01/2011","1.3685","1.4017","1.4191","1.3640","","-2.36%"
"11/01/2011","1.4016","1.4116","1.4726","1.3872","","-0.75%"
"10/01/2011","1.4122","1.4411","1.4499","1.3878","","-2.31%"
"09/01/2011","1.4456","1.4520","1.5412","1.3533","","-0.40%"
"08/01/2011","1.4514","1.4333","1.7428","1.4237","","0.35%"
"07/01/2011","1.4464","1.4345","1.4772","1.4036","","0.86%"
"06/01/2011","1.4341","1.4225","1.4974","1.4187","","1.04%"
"05/01/2011","1.4194","1.4268","1.4844","1.4150","","-0.34%"
"04/01/2011","1.4242","1.4294","1.4364","1.3929","","-0.27%"
"03/01/2011","1.4280","1.4299","1.5641","1.4133","","-0.09%"
"02/01/2011","1.4293","1.3703","1.4520","1.3367","","4.11%"
"01/01/2011","1.3729","1.3765","1.3960","1.3342","","0.06%"
"12/01/2010","1.3721","1.3398","1.4391","1.3200","","2.38%"
"11/01/2010","1.3402","1.3283","1.3530","1.2847","","0.99%"
"10/01/2010","1.3271","1.3856","1.3972","1.3259","","-4.24%"
"09/01/2010","1.3859","1.4063","1.4107","1.3343","","-1.67%"
"08/01/2010","1.4095","1.3227","1.4158","1.2893","","6.59%"
"07/01/2010","1.3223","1.3570","1.3780","1.2778","","-2.43%"
"06/01/2010","1.3552","1.2705","1.3568","1.2531","","6.58%"
"05/01/2010","1.2715","1.2759","1.3125","1.2271","","-0.35%"
"04/01/2010","1.2760","1.3338","1.3544","1.2652","","-4.43%"
"03/01/2010","1.3351","1.3310","1.3585","1.3126","","0.05%"
"02/01/2010","1.3344","1.3466","1.3700","1.3135","","-0.76%"
"01/01/2010","1.3446","1.3355","1.3610","1.3071","","0.98%"
"12/01/2009","1.3315","1.3897","1.3928","1.3260","","-4.19%"
"11/01/2009","1.3898","1.3643","1.4099","1.3177","","2.48%"
"10/01/2009","1.3562","1.3346","1.3630","1.3036","","1.60%"
"09/01/2009","1.3349","1.3779","1.4029","1.3281","","-2.99%"
"08/01/2009","1.3760","1.4181","1.4207","1.3591","","-2.69%"
"07/01/2009","1.4141","1.4254","1.4891","1.3974","","-0.79%"
"06/01/2009","1.4254","1.4602","1.4960","1.4089","","-2.64%"
"05/01/2009","1.4640","1.5541","1.5593","1.4599","","-5.65%"
"04/01/2009","1.5517","1.5644","1.5798","1.4726","","-0.63%"
"03/01/2009","1.5615","1.7107","1.7545","1.5254","","-8.56%"
"02/01/2009","1.7076","1.6943","1.7323","1.5841","","0.68%"
"01/01/2009","1.6961","1.6002","1.7079","1.4915","","5.72%"
"12/01/2008","1.6043","1.5097","1.6569","1.5083","","7.15%"
"11/01/2008","1.4973","1.4803","1.5761","1.4024","","0.96%"
"10/01/2008","1.4830","1.3301","1.6112","1.3123","","11.52%"
"09/01/2008","1.3298","1.3014","1.3934","1.2994","","2.74%"
"08/01/2008","1.2943","1.3023","1.3504","1.2717","","-0.55%"
"07/01/2008","1.3014","1.2854","1.3096","1.2708","","1.15%"
"06/01/2008","1.2866","1.2252","1.2970","1.2191","","5.00%"
"05/01/2008","1.2253","1.2346","1.2607","1.1979","","-0.87%"
"04/01/2008","1.2361","1.2793","1.2830","1.2209","","-3.48%"
"03/01/2008","1.2807","1.2012","1.2874","1.1856","","6.52%"
"02/01/2008","1.2023","1.1724","1.2033","1.1247","","2.38%"
"01/01/2008","1.1744","1.1512","1.2203","1.1442","","2.06%"
"12/01/2007","1.1507","1.1586","1.1822","1.1064","","-0.35%"
"11/01/2007","1.1547","1.1169","1.2186","1.1126","","3.31%"
"10/01/2007","1.1177","1.1293","1.1666","1.0853","","-1.45%"
"09/01/2007","1.1342","1.1811","1.2357","1.1250","","-3.58%"
"08/01/2007","1.1763","1.0933","1.2452","1.0745","","7.57%"
"07/01/2007","1.0935","1.0567","1.1015","1.0211","","3.09%"
"06/01/2007","1.0607","1.1071","1.1084","1.0496","","-4.29%"
"05/01/2007","1.1083","1.1169","1.1304","1.1054","","-0.83%"
"04/01/2007","1.1176","1.1512","1.1564","1.1049","","-2.78%"
"03/01/2007","1.1496","1.1671","1.2188","1.1417","","-1.56%"
"02/01/2007","1.1678","1.1632","1.1902","1.1369","","0.16%"
"01/01/2007","1.1659","1.1639","1.1826","1.1393","","0.06%"
"12/01/2006","1.1652","1.2193","1.2279","1.1568","","-4.42%"
"11/01/2006","1.2191","1.1979","1.2404","1.1859","","1.63%"
"10/01/2006","1.1995","1.2262","1.2325","1.1821","","-2.01%"
"09/01/2006","1.2241","1.2367","1.2643","1.1941","","-1.11%"
"08/01/2006","1.2378","1.3147","1.3235","1.2337","","-5.81%"
"07/01/2006","1.3141","1.3413","1.3524","1.2699","","-2.44%"
"06/01/2006","1.3470","1.2928","1.3552","1.2779","","4.15%"
"05/01/2006","1.2933","1.2649","1.3460","1.2530","","2.04%"
"04/01/2006","1.2674","1.2464","1.2787","1.2297","","1.71%"
"03/01/2006","1.2461","1.1504","1.2756","1.1420","","8.21%"
"02/01/2006","1.1516","1.1362","1.1643","1.1197","","1.05%"
"01/01/2006","1.1396","1.1151","1.1742","1.1091","","2.22%"
"12/01/2005","1.1148","1.0805","1.1370","1.0570","","3.05%"
"11/01/2005","1.0818","1.1079","1.1321","1.0779","","-2.34%"
"10/01/2005","1.1077","1.1152","1.1330","1.0982","","-0.79%"
"09/01/2005","1.1165","1.1153","1.1384","1.1083","","-2.64%"
"08/01/2005","1.1468","1.1459","1.1468","1.1459","","0.41%"
"07/01/2005","1.1421","1.1416","1.1421","1.1416","","2.06%"
"06/01/2005","1.1191","1.1179","1.1191","1.1179","","-1.58%"
"05/01/2005","1.1371","1.1360","1.1371","1.1360","","-0.52%"
"04/01/2005","1.1430","1.1415","1.1430","1.1415","","-2.70%"
"03/01/2005","1.1747","1.1740","1.1747","1.1740","","-0.85%"
"02/01/2005","1.1848","1.1837","1.1848","1.1837","","-0.03%"
"01/01/2005","1.1851","1.1844","1.1851","1.1844","","-3.14%"
"12/01/2004","1.2235","1.2226","1.2235","1.2226","","-0.29%"
"11/01/2004","1.2271","1.2259","1.2271","1.2259","","0.33%"
"10/01/2004","1.2231","1.2219","1.2231","1.2219","","3.26%"
"09/01/2004","1.1845","1.1840","1.1845","1.1840","","-1.61%"
"08/01/2004","1.2039","1.2031","1.2039","1.2031","","-1.80%"
"07/01/2004","1.2260","1.2253","1.2260","1.2253","","-2.55%"
"06/01/2004","1.2581","1.2569","1.2581","1.2569","","-0.25%"
"05/01/2004","1.2613","1.2601","1.2613","1.2601","","2.67%"
"04/01/2004","1.2285","1.2278","1.2285","1.2278","","3.92%"
"03/01/2004","1.1822","1.1810","1.1822","1.1810","","2.53%"
"02/01/2004","1.1530","1.1521","1.1530","1.1521","","-2.21%"
"01/01/2004","1.1790","1.1779","1.1790","1.1779","","-4.25%"
"12/01/2003","1.2313","1.2305","1.2313","1.2305","","1.68%"
"11/01/2003","1.2109","1.2099","1.2109","1.2099","","-0.42%"
"10/01/2003","1.2160","1.2149","1.2160","1.2149","","-4.65%"
"09/01/2003","1.2753","1.2739","1.2753","1.2739","","3.27%"
"08/01/2003","1.2349","1.2336","1.2349","1.2336","","-1.69%"
"07/01/2003","1.2561","1.2548","1.2561","1.2548","","-0.30%"
"06/01/2003","1.2599","1.2592","1.2599","1.2592","","-5.65%"
"05/01/2003","1.3353","1.3337","1.3353","1.3337","","1.64%"
"04/01/2003","1.3137","1.3122","1.3137","1.3122","","-1.62%"
"03/01/2003","1.3354","1.3337","1.3354","1.3337","","1.09%"
"02/01/2003","1.3210","1.3198","1.3210","1.3198","","-1.80%"
"01/01/2003","1.3452","1.3445","1.3452","1.3445","","-2.59%"
"12/01/2002","1.3809","1.3795","1.3809","1.3795","","2.00%"
"11/01/2002","1.3538","1.3524","1.3538","1.3524","","-2.73%"
"10/01/2002","1.3918","1.3901","1.3918","1.3901","","-3.59%"
"09/01/2002","1.4436","1.4417","1.4436","1.4417","","1.53%"
"08/01/2002","1.4218","1.4201","1.4218","1.4201","","-1.58%"
"07/01/2002","1.4446","1.4428","1.4446","1.4428","","4.22%"
"06/01/2002","1.3861","1.3846","1.3861","1.3846","","4.58%"
"05/01/2002","1.3254","1.3242","1.3254","1.3242","","-4.03%"
"04/01/2002","1.3810","1.3796","1.3810","1.3796","","2.43%"
"03/01/2002","1.3483","1.3464","1.3483","1.3464","","-3.51%"
"02/01/2002","1.3973","1.3952","1.3973","1.3952","","0.11%"
"01/01/2002","1.3957","1.3942","1.3957","1.3942","","-3.45%"
"12/01/2001","1.4456","1.4436","1.4456","1.4436","","-1.07%"
"11/01/2001","1.4613","1.4594","1.4613","1.4594","","-1.82%"
"10/01/2001","1.4884","1.4868","1.4884","1.4868","","-1.99%"
"09/01/2001","1.5186","1.5171","1.5186","1.5171","","10.93%"
"08/01/2001","1.3690","1.3675","1.3690","1.3675","","-2.23%"
"07/01/2001","1.4002","1.3986","1.4002","1.3986","","2.07%"
"06/01/2001","1.3718","1.3702","1.3718","1.3702","","0.88%"
"05/01/2001","1.3599","1.3583","1.3599","1.3583","","-2.43%"
"04/01/2001","1.3938","1.3922","1.3938","1.3922","","-2.20%"
"03/01/2001","1.4252","1.4234","1.4252","1.4234","","2.50%"
"02/01/2001","1.3905","1.3890","1.3905","1.3890","","1.19%"
"01/01/2001","1.3742","1.3727","1.3742","1.3727","","-1.84%"
"12/01/2000","1.4000","1.3980","1.4000","1.3980","","-0.22%"
"11/01/2000","1.4031","1.4015","1.4031","1.4015","","0.06%"
"10/01/2000","1.4022","1.4006","1.4022","1.4006","","-1.43%"
"09/01/2000","1.4226","1.4210","1.4226","1.4210","","5.86%"
"08/01/2000","1.3439","1.3424","1.3439","1.3424","","2.07%"
"07/01/2000","1.3167","1.3153","1.3167","1.3153","","0.86%"
"06/01/2000","1.3055","1.3045","1.3055","1.3045","","0.50%"
"05/01/2000","1.2990","1.2976","1.2990","1.2976","","8.24%"
"04/01/2000","1.2001","1.1989","1.2001","1.1989","","-0.83%"
"03/01/2000","1.2101","1.2091","1.2101","1.2091","","-1.21%"
"02/01/2000","1.2249","1.2238","1.2249","1.2238","","0.55%"
"01/01/2000","1.2182","1.2170","1.2182","1.2170","","1.48%"
