Date,Price,Open,High,Low,Vol.,Change %
2024-01-11,1.7425,1.7599,1.7649,1.7091,,-0.92%
2024-01-10,1.7586,1.7112,1.768,1.7029,,2.81%
2024-01-09,1.7105,1.7369,1.785,1.7046,,-1.59%
2024-01-08,1.7382,1.7412,1.8638,1.7191,,-0.15%
2024-01-07,1.7408,1.6684,1.751,1.6392,,4.38%
2024-01-06,1.6678,1.6662,1.7064,1.6615,,0.13%
2024-01-05,1.6656,1.6805,1.682,1.6389,,-0.82%
2024-01-04,1.6794,1.7017,1.7416,1.6664,,-1.15%
2024-01-03,1.699,1.7398,1.7433,1.685,,-2.27%
2024-01-02,1.7385,1.7679,1.7807,1.7258,,-1.65%
2024-01-01,1.7676,1.7443,1.7736,1.7284,,1.37%
2023-01-12,1.7437,1.7294,1.7603,1.7048,,0.85%
2023-01-11,1.729,1.7332,1.748,1.7054,,-0.21%
2023-01-10,1.7327,1.6992,1.782,1.6943,,2.07%
2023-01-09,1.6975,1.7465,1.7709,1.6867,,-2.74%
2023-01-08,1.7454,1.7064,1.7837,1.705,,2.29%
2023-01-07,1.7063,1.6751,1.7331,1.6635,,1.91%
2023-01-06,1.6743,1.688,1.6933,1.6202,,-0.78%
2023-01-05,1.6874,1.6919,1.7053,1.6523,,-0.11%
2023-01-04,1.6892,1.6336,1.7093,1.6121,,3.37%
2023-01-03,1.6342,1.5773,1.6593,1.5714,,3.66%
2023-01-02,1.5765,1.5466,1.5904,1.5376,,1.95%
2023-01-01,1.5463,1.5872,1.597,1.5214,,-2.55%
2022-01-12,1.5867,1.5582,1.6236,1.5515,,1.90%
2022-01-11,1.5571,1.5606,1.5906,1.549,,-0.20%
2022-01-10,1.5602,1.5806,1.6101,1.5426,,-1.33%
2022-01-09,1.5813,1.4952,1.5862,1.4855,,5.77%
2022-01-08,1.4951,1.505,1.5209,1.4808,,-0.57%
2022-01-07,1.5037,1.5167,1.5366,1.4864,,-0.82%
2022-01-06,1.5162,1.4526,1.5298,1.4188,,4.41%
2022-01-05,1.4522,1.4524,1.4772,1.414,,-0.10%
2022-01-04,1.4537,1.4482,1.4661,1.4092,,0.39%
2022-01-03,1.448,1.5021,1.5041,1.4143,,-3.55%
2022-01-02,1.5013,1.5263,1.5346,1.4897,,-1.57%
2022-01-01,1.5252,1.5093,1.5425,1.4966,,1.08%
2021-01-12,1.5089,1.5273,1.5597,1.4979,,-1.15%
2021-01-11,1.5264,1.4548,1.5326,1.4499,,5.18%
2021-01-10,1.4512,1.4856,1.4942,1.4419,,-2.25%
2021-01-09,1.4846,1.4938,1.501,1.4621,,-0.56%
2021-01-08,1.493,1.5041,1.5355,1.4692,,-0.66%
2021-01-07,1.5029,1.4417,1.5058,1.4275,,4.31%
2021-01-06,1.4408,1.4378,1.452,1.431,,0.17%
2021-01-05,1.4383,1.4184,1.4441,1.4071,,1.42%
2021-01-04,1.4181,1.395,1.4251,1.3896,,1.72%
